0.173104646,0.180774166,0.458814347,0.073598506,0.25513893,2.325407237
0.898574129,0.43953117,0.811214138,0.466742855,0.143196492,7.304825029
0.294853919,0.775304823,0.792087771,0.679043919,0.309057396,8.723529266
0.759551477,0.608950806,0.049177342,0.400794654,0.747008808,8.171317131
0.202353706,0.054349689,0.427596119,0.347027503,0.8983833,1.541582931
0.807285497,0.221465679,0.223053969,0.167523121,0.474499475,4.633873139
0.848053908,0.110186433,0.144817404,0.766466164,0.842908231,4.335613785
0.550873257,0.623371085,0.270877989,0.809681504,0.00018917,8.134942974
0.97652949,0.641150643,0.854601517,0.066366748,0.698041176,8.962869359
0.257182083,0.944150564,0.488436645,0.431196315,0.748420241,9.812438072
0.059815923,0.441727126,0.254341774,0.594537935,0.034098012,4.808028452
0.5263076,0.341379306,0.62900465,0.368825438,0.466175597,5.164833063
0.247963598,0.668102112,0.996140252,0.643309817,0.984777611,7.629231877
0.048884217,0.29417261,0.747281998,0.122278202,0.28434562,3.088359199
0.523962238,0.798997919,0.027089959,0.81629442,0.16256184,9.5853931
0.8518502,0.760106734,0.83550372,0.455106827,0.829946171,10.04378389
0.03829042,0.603408408,0.277303721,0.088980572,0.276253575,5.698307361
0.719200697,0.008766437,0.524651279,0.803794336,0.613825131,3.160964156
0.995447343,0.486787433,0.660876794,0.678749231,0.539392194,8.198179822
0.668947825,0.832968153,0.522871187,0.036547527,0.15877609,9.660364752
0.731749762,0.319065613,0.84685779,0.326879627,0.869622971,5.588496725
0.190662139,0.444219207,0.597877078,0.306016106,0.593191903,5.013487113
0.659619835,0.921386836,0.9154059,0.882293647,0.290535253,11.36417803
0.299414081,0.120674745,0.047937661,0.062548196,0.630077325,2.057888805
0.636261449,0.398078651,0.630205084,0.576986367,0.480404887,6.213425746
0.164222256,0.740828285,0.255759701,0.43866388,0.57405422,7.657609947
0.877509902,0.203991937,0.474931952,0.687187158,0.733341271,5.264878647
0.316184876,0.352033817,0.284000195,0.44107871,0.861871362,4.623257734
