0.861704308,0.336264153,0.95312759,0.146465033,0.561198413,5.977174682
0.516453405,0.88157702,0.66842564,0.462000017,0.066114653,10.09929131
0.702016787,0.291841913,0.41244406,0.816666858,0.872506734,5.644156569
0.850465971,0.642971475,0.51741471,0.441861354,0.12077483,8.899007925
0.095171334,0.979249368,0.704928559,0.995095607,0.203699963,10.25598749
0.615806853,0.247958627,0.044567897,0.407241207,0.364163434,4.496540028
0.982227795,0.746944164,0.528386185,0.360575363,0.461217973,10.15128505
0.776491443,0.297781738,0.429067166,0.191438481,0.871306822,5.299633901
0.038001329,0.305488187,0.239992478,0.168497443,0.856331579,3.087093384
0.983252716,0.973532806,0.079423556,0.152607564,0.055250361,11.88242838
0.191199223,0.244743292,0.046899635,0.726290785,0.549576597,3.513365004
0.732997963,0.912848227,0.696526634,0.540173358,0.882533336,11.11500242
0.948347734,0.73123099,0.258062851,0.666492688,0.641500168,10.15196926
0.051253802,0.430804496,0.666923046,0.179478424,0.935257985,4.363872591
0.252739744,0.001501362,0.613407479,0.523417937,0.430438519,1.43623315
0.820356501,0.7070935,0.355826418,0.31885032,0.612834146,9.225601405
0.127609023,0.363640175,0.732948851,0.776731007,0.900338904,4.600897886
0.828405382,0.519345471,0.684364861,0.970728492,0.923198711,8.287457796
0.454101579,0.814688802,0.576938792,0.914049787,0.170339522,9.741249666
0.760038974,0.045561533,0.251188448,0.065923505,0.037534848,2.813867568
0.455354417,0.932718119,0.22294906,0.946482989,0.087682536,10.7582876
0.62507703,0.279127737,0.025391809,0.019568074,0.282851998,4.412788919
0.293371547,0.463985938,0.502668451,0.200350642,0.829284224,5.371952472
0.70040313,0.193030717,0.843095422,0.183173753,0.192162446,4.215571543
0.686827213,0.514735268,0.081045725,0.66251543,0.314674008,7.374255001
0.140277564,0.948456788,0.336558782,0.128252303,0.533053129,9.162604606
0.480897234,0.112994227,0.179831744,0.336575134,0.232828453,2.83757618
0.936826178,0.797365701,0.205491926,0.253487025,0.051864478,10.28752001
0.796938587,0.347002801,0.294235218,0.608768133,0.647121067,6.190283206
0.550628231,0.349342919,0.688424796,0.918206504,0.117317496,5.872515172
0.829881371,0.11440885,0.903974623,0.156163067,0.611332397,3.88340099
0.385403551,0.351726341,0.778012926,0.673507985,0.23889964,5.174198677
0.961557567,0.935131865,0.260172043,0.426025094,0.563785455,11.78672415
0.736749456,0.927812255,0.001273728,0.845745528,0.379194311,11.40659715
0.55625414,0.510053492,0.848114391,0.853119402,0.513099446,7.30742956
0.658535069,0.485413169,0.566786552,0.351520809,0.294374887,6.826205445
0.312341853,0.280531729,0.602844786,0.594667719,0.601661597,4.195133137
0.486770142,0.198686082,0.587326172,0.915642347,0.742805696,4.299212532
0.036353829,0.139818629,0.416561499,0.176644653,0.706673853,1.639882942
0.912882857,0.323519184,0.904879915,0.177893909,0.162387802,6.036337519
0.802621923,0.404107158,0.472040047,0.184949115,0.311105059,6.338348513
0.968934288,0.025794179,0.099913692,0.479053075,0.093762372,3.640983703
0.600760482,0.281722781,0.488733322,0.8454047,0.720649361,5.295599836
0.483191666,0.706761401,0.029907868,0.286081795,0.653165458,8.103388216
0.713964462,0.877539332,0.95504924,0.895013473,0.833214826,11.15442217
0.276398176,0.453804898,0.975120909,0.107527155,0.782646612,5.245243575
0.795951803,0.694502052,0.252473451,0.158110877,0.268934754,8.854553648
